373	1	18	6	1.5776117	1.592199569966621	-0.014587885167426595	-0.012791919896235697
419	1	18	6	1.5776145	1.592199569966621	-0.014585024144477376	-0.012791919896235697
453	7	18	6	1.6061406	1.592199569966621	0.013941043589287272	0.013568792461651111
501	1	18	6	1.6061547	1.592199569966621	0.013955110285454264	0.013568792461651111
979	1	18	6	1.6203963	1.592199569966621	0.028196686480217448	0.01446364165918679
591	0	18	6	1.6392401	1.592199569966621	0.04704057571666764	0.01573947873995841
638	1	18	6	1.5697863	1.592199569966621	-0.02241325977069808	-0.017504295532798874
530	0	18	6	1.6317418	1.592199569966621	0.03954219219463395	0.017568621750227782
32	0	18	6	1.6315463	1.592199569966621	0.03934668895977067	0.017890676689340756
725	10	18	6	1.6118845	1.592199569966621	0.019684904787712565	0.018725254954149985
146	6	18	6	1.5724264	1.592199569966621	-0.019773131635016927	-0.021945004065971545
919	3	18	6	1.564493	1.592199569966621	-0.02770662906391097	-0.02680305375001971
252	11	18	6	1.630857	1.592199569966621	0.03865742084758805	0.03012439752043004
38	5	18	6	1.4655252	1.592199569966621	-0.12667441966754867	-0.11717469852139194
95	5	18	6	1.4655056	1.592199569966621	-0.126693969991035	-0.11717469852139194
180	2	18	6	1.4655116	1.592199569966621	-0.12668800952655745	-0.11717469852139194
708	9	18	6	1.4655252	1.592199569966621	-0.12667441966754867	-0.11717469852139194
791	3	18	6	1.4655099	1.592199569966621	-0.12668967845661117	-0.11717469852139194
978	0	18	6	1.8056453	1.592199569966621	0.2134457766749196	0.16078334242348738
493	13	18	6	2.186987	1.592199569966621	0.5947873532511525	0.4371525760618633
489	7	194	2	1.8978626	1.937445065150492	-0.03958251155399539	-0.029107701492820687
164	0	194	2	1.9686025	1.937445065150492	0.03115747295833371	0.029170742379714093
176	0	194	2	1.9686157	1.937445065150492	0.031170585980184295	0.029170742379714093
736	0	194	2	1.9685187	1.937445065150492	0.03107366882777951	0.029170742379714093
999	0	194	2	1.9686193	1.937445065150492	0.03117428146816037	0.029170742379714093
627	5	194	2	1.9801588	1.937445065150492	0.042713740696675995	0.03923492069010978
841	6	194	2	1.9802494	1.937445065150492	0.04280433975673459	0.03923492069010978
999	12	194	2	1.9801823	1.937445065150492	0.0427372249267175	0.03923492069010978
766	7	194	2	1.891957	1.937445065150492	-0.045488020549051544	-0.04106063719876102
441	0	194	2	1.8889478	1.937445065150492	-0.048497220645181915	-0.04270504561157005
915	0	194	2	1.8889403	1.937445065150492	-0.048504730830423615	-0.04270504561157005
466	7	194	2	1.9888114	1.937445065150492	0.05136630856014035	0.042961719315281505
288	14	194	2	1.8887806	1.937445065150492	-0.04866447127842166	-0.0451338902790888
300	0	194	2	1.998036	1.937445065150492	0.060590961804158905	0.04639677709945796
751	4	194	2	2.036614	1.937445065150492	0.09916887604213498	0.06310028889166405
167	9	194	2	1.8640468	1.937445065150492	-0.07339825309299686	-0.07073183857712809
380	1	194	2	1.8639954	1.937445065150492	-0.07344963229679324	-0.07073183857712809
717	13	194	2	1.7439189	1.937445065150492	-0.19352616942905643	-0.11903953960318671
666	3	194	2	2.1472692	1.937445065150492	0.20982418381191037	0.12951300865896417
433	2	194	2	1.3829675	1.937445065150492	-0.554477593074076	-0.39438536302497734
250	4	152	6	3.9471307	4.259488730495195	-0.31235805041096665	-0.06493532677982315
992	0	152	6	4.1136317	4.259488730495195	-0.14585700518391587	-0.06741468250867555
860	8	152	6	4.001176	4.259488730495195	-0.25831285006306626	-0.06801505205433968
64	1	152	6	4.3385386	4.259488730495195	0.07904991620280288	0.07008596291977168
845	1	152	6	4.3388057	4.259488730495195	0.07931694501139663	0.07008596291977168
631	1	152	6	4.140854	4.259488730495195	-0.11863484865925766	-0.0701463600622182
725	10	152	6	4.3393426	4.259488730495195	0.07985386365153335	0.07175845696459954
300	0	152	6	4.3533463	4.259488730495195	0.09385761731364273	0.07191094396277063
776	2	152	6	4.3706656	4.259488730495195	0.11117681973673843	0.08394112978219138
787	0	152	6	3.7928588	4.259488730495195	-0.466629891460161	-0.09793966678995208
285	2	152	6	4.0854588	4.259488730495195	-0.1740299750020311	-0.1046565874308973
64	17	152	6	4.388715	4.259488730495195	0.12922605984904312	0.10836496558399467
638	1	152	6	4.4201746	4.259488730495195	0.1606858681986525	0.1252109768326517
72	13	152	6	4.1199493	4.259488730495195	-0.13953938967488266	-0.1325861851581363
996	4	152	6	4.119886	4.259488730495195	-0.13960280901692368	-0.1325861851581363
288	14	152	6	4.412421	4.259488730495195	0.15293249600626968	0.14115885296202427
762	3	152	6	4.445558	4.259488730495195	0.18606934064127945	0.1566427872873711
252	11	152	6	4.458847	4.259488730495195	0.19935831540324234	0.16184978611350945
967	6	152	6	4.523276	4.259488730495195	0.263787121708174	0.22653004407303517
834	3	152	6	6.3559084	4.259488730495195	2.096419663364668	0.5955669335311066
498	1	64	1	0.2680975	0.2644842089885649	0.003613281083685471	0.003071829429097979
639	1	64	1	0.2680985	0.2644842089885649	0.003614294362646653	0.003071829429097979
